ta_id,tr_ratings,profitrew,ratings_summary,ball
d800831,64.0,90.625,4.5,4.5
d4474503,99.0,86.86868686868686,4.25,4.25
d1873064,36.0,94.44444444444444,4.0,4.75
d1021582,64.0,71.875,4.0,3.5
d8272713,34.0,94.11764705882351,3.25,4.75
d1878226,21.0,95.23809523809523,4.5,4.75
d790570,210.0,79.04761904761905,4.0,4.0
d877360,17.0,88.23529411764706,4.5,4.5
d4795308,21.0,90.4761904761905,4.5,4.5
d1342733,33.0,84.84848484848484,4.5,4.25
d8107413,53.0,94.33962264150944,3.5,4.75
d4942787,42.0,95.23809523809523,4.5,4.75
d1343118,120.0,75.83333333333333,4.0,3.75
d6453468,5.0,80.0,3.5,4.0
d2546579,131.0,74.80916030534351,3.5,3.75
d1354797,73.0,90.41095890410958,4.5,4.5
d2188914,141.0,87.23404255319151,4.5,4.25
d6550061,74.0,83.7837837837838,4.25,4.25
d3673193,51.0,92.15686274509804,4.5,4.5
d4341575,57.0,92.98245614035088,4.5,4.75
d6995285,46.0,73.91304347826086,4.5,3.75
d6591920,28.0,96.42857142857143,3.5,4.75
d1822812,125.0,72.0,4.0,3.5
d1568936,156.0,82.05128205128204,4.0,4.0
d5824075,0.0,0.0,0.0,0.0
d2623704,133.0,76.69172932330827,4.0,3.75
d1160345,189.0,69.84126984126982,4.0,3.5
d7755754,32.0,87.5,3.25,4.5
d3529327,97.0,87.62886597938144,4.25,4.5
d3822687,146.0,79.45205479452055,4.0,4.0
d797677,37.0,81.08108108108108,4.0,4.0
d3168576,146.0,59.58904109589043,3.75,3.0
d2013659,91.0,82.41758241758241,4.0,4.0
d3606270,21.0,100.0,4.5,5.0
d958746,119.0,85.71428571428571,4.5,4.25
d969360,184.0,67.93478260869566,3.5,3.5
d7287965,68.0,73.52941176470588,3.25,3.75
d1200448,59.0,88.13559322033899,4.0,4.5
d2017645,55.0,89.0909090909091,4.5,4.5
d6157318,60.0,91.66666666666666,3.5,4.5
d2015043,0.0,0.0,0.0,0.0
d6788219,62.0,96.77419354838709,3.5,4.75
d718227,25.0,80.0,4.0,4.0
d10700536,18.0,100.0,3.25,5.0
d8280668,30.0,100.0,3.75,5.0
d1360200,7.0,85.71428571428571,4.5,4.25
d6996738,224.0,76.78571428571429,4.0,3.75
d5852931,63.0,92.06349206349206,4.5,4.5
d1867253,138.0,86.23188405797102,4.5,4.25
d6641975,302.0,85.43046357615893,4.25,4.25
d1878482,55.0,76.36363636363637,4.0,3.75
d958683,19.0,100.0,5.0,5.0
d1340864,26.0,80.76923076923076,4.5,4.0
d1111146,45.0,95.55555555555556,4.0,4.75
d2434129,66.0,86.36363636363636,4.5,4.25
d12660140,30.0,100.0,3.5,5.0
d692568,749.0,56.60881174899867,3.5,2.75
d12080426,47.0,72.3404255319149,3.0,3.5
d6861591,50.0,84.0,4.0,4.25
d3805184,22.0,90.9090909090909,4.5,4.5
d1886510,23.0,95.65217391304348,4.5,4.75
d2295666,121.0,78.51239669421489,4.0,4.0
d1890087,101.0,77.22772277227723,4.0,3.75
d7224064,53.0,86.7924528301887,3.25,4.25
d1367076,29.0,96.55172413793105,4.0,4.75
d3427508,60.0,70.0,3.5,3.5
d10742228,67.0,80.59701492537313,3.0,4.0
d695479,54.0,85.18518518518519,4.0,4.25
d1889541,52.0,92.30769230769229,4.0,4.5
d3434799,44.0,93.18181818181816,4.5,4.75
d2632080,26.0,84.61538461538461,4.0,4.25
d2153170,197.0,67.51269035532995,3.5,3.5
d8723110,137.0,69.34306569343065,3.0,3.5
d7139102,12.0,91.66666666666666,3.5,4.5
d1344559,54.0,90.74074074074076,4.25,4.5
d1997164,32.0,90.625,4.5,4.5
d7650722,22.0,77.27272727272727,3.0,3.75
d1340865,75.0,86.66666666666669,4.0,4.25
d2641956,24.0,91.66666666666666,4.25,4.5
d1875732,109.0,82.56880733944955,4.0,4.25
d1340251,44.0,79.54545454545455,4.0,4.0
d958737,0.0,0.0,0.0,0.0
d10700928,43.0,79.06976744186046,3.5,4.0
d4107132,65.0,90.76923076923076,4.5,4.5
d12407680,0.0,0.0,0.0,0.0
d1422289,330.0,82.72727272727273,4.5,4.25
d10444159,24.0,91.66666666666666,3.25,4.5
d2253880,69.0,79.71014492753623,4.0,4.0
d3265671,16.0,93.75,4.5,4.75
d8366519,0.0,0.0,0.0,0.0
d8868491,42.0,92.85714285714286,3.25,4.75
d2698855,46.0,78.26086956521739,3.0,4.0
d1208266,64.0,89.0625,4.25,4.5
d11698297,17.0,100.0,3.5,5.0
d879365,119.0,69.74789915966386,3.75,3.5
d4338918,48.0,93.75,4.5,4.75
d1340352,38.0,81.57894736842105,4.0,4.0
d2044368,48.0,89.58333333333334,4.0,4.5
d6607220,13.0,92.30769230769229,3.5,4.5
d2299630,23.0,95.65217391304348,4.5,4.75
d1971893,129.0,79.84496124031006,4.0,4.0
d1160070,86.0,77.90697674418605,4.0,4.0
d797683,70.0,74.28571428571429,4.0,3.75
d2287423,166.0,69.27710843373494,4.0,3.5
d1111152,174.0,67.24137931034483,4.0,3.25
d10373640,122.0,92.62295081967213,3.5,4.75
d947476,132.0,72.72727272727273,4.0,3.75
d1342570,0.0,0.0,0.0,0.0
d10052217,40.0,82.5,3.0,4.0
d3674481,17.0,100.0,3.5,5.0
d10393482,48.0,79.16666666666666,3.0,4.0
d7059607,23.0,78.26086956521739,3.5,4.0
d4293783,75.0,73.33333333333333,4.0,3.75
d1341411,58.0,77.58620689655173,4.0,4.0
d2015065,121.0,80.16528925619834,3.75,4.0
d4107139,77.0,75.32467532467533,4.0,3.75
d2226909,82.0,84.14634146341461,4.0,4.25
d1872972,94.0,89.36170212765957,4.5,4.5
d11953591,51.0,76.47058823529412,3.0,3.75
d6708858,131.0,73.2824427480916,3.5,3.75
d1422341,77.0,63.63636363636363,3.5,3.25
d1169829,168.0,82.14285714285714,4.0,4.0
d2448297,216.0,59.25925925925925,3.75,3.0
d890360,109.0,71.55963302752293,3.5,3.5
d5430204,43.0,95.34883720930232,3.5,4.75
d695590,65.0,89.23076923076924,4.0,4.5
d715363,79.0,87.34177215189872,4.0,4.25
d13003722,7.0,100.0,3.75,5.0
d10779815,57.0,80.7017543859649,3.5,4.0
d3674789,54.0,96.29629629629628,4.0,4.75
d2262679,22.0,95.45454545454544,4.0,4.75
d983936,160.0,83.75,4.25,4.25
d983818,116.0,84.48275862068967,4.0,4.25
d1036962,87.0,78.16091954022987,4.0,4.0
d4068662,59.0,86.4406779661017,3.0,4.25
d1036963,20.0,95.0,4.5,4.75
d4604385,5.0,100.0,3.5,5.0
d7823871,16.0,87.5,3.5,4.5
d718821,156.0,60.256410256410255,3.75,3.0
d3958145,36.0,77.7777777777778,4.0,4.0
d9859092,85.0,89.41176470588236,3.25,4.5
d3513526,401.0,64.83790523690773,3.5,3.25
d11749600,27.0,74.07407407407408,3.0,3.75
d10136211,22.0,81.81818181818183,3.5,4.0
d2012856,24.0,66.66666666666666,4.25,3.25
d4163582,50.0,80.0,3.0,4.0
d10557672,24.0,91.66666666666666,3.25,4.5
d5930727,72.0,86.1111111111111,4.0,4.25
d12201222,30.0,83.33333333333334,3.0,4.25
d5505377,14.0,92.85714285714286,4.0,4.75
d6707278,0.0,0.0,0.0,0.0
d8730768,47.0,70.21276595744679,3.0,3.5
d8737901,16.0,100.0,3.5,5.0
d8764565,27.0,81.48148148148148,3.0,4.0
d8838733,70.0,82.85714285714286,3.0,4.25
d4273279,40.0,95.0,4.5,4.75
d11873937,50.0,92.0,3.5,4.5
d2277094,118.0,82.20338983050848,4.0,4.0
d2257836,54.0,92.5925925925926,4.25,4.75
d7391025,34.0,91.17647058823529,3.5,4.5
d8374955,0.0,0.0,0.0,0.0
d715364,350.0,64.0,3.5,3.25
d5040450,70.0,75.71428571428571,4.0,3.75
d1147097,92.0,86.95652173913044,4.0,4.25
d1640375,149.0,85.23489932885906,4.0,4.25
d1346065,77.0,79.22077922077922,4.0,4.0
d718865,0.0,0.0,0.0,0.0
d1461950,66.0,75.75757575757575,4.0,3.75
d958907,41.0,82.92682926829268,4.0,4.25
d2286551,82.0,73.17073170731706,4.0,3.75
d1060053,45.0,95.55555555555556,4.0,4.75
d1037144,9.0,100.0,4.0,5.0
d802381,33.0,84.84848484848484,4.25,4.25
d1587439,75.0,82.66666666666667,3.75,4.25
d958715,35.0,77.14285714285717,4.0,3.75
d11717252,30.0,86.66666666666669,3.0,4.25
d1938620,170.0,78.23529411764707,4.0,4.0
d941956,47.0,95.74468085106385,4.25,4.75
d1312377,272.0,63.970588235294116,3.5,3.25
d10746899,12.0,75.0,3.5,3.75
d8068651,26.0,96.15384615384615,3.25,4.75
d6587666,22.0,81.81818181818183,4.25,4.0
d6620202,57.0,91.22807017543859,3.0,4.5
d6639432,23.0,82.6086956521739,3.5,4.25
d3544548,0.0,0.0,0.0,0.0
d1356861,28.0,92.85714285714286,4.5,4.75
d1860376,64.0,84.375,4.25,4.25
d1356667,33.0,87.87878787878788,4.5,4.5
d4431556,9.0,88.8888888888889,4.5,4.5
d8836334,19.0,73.68421052631578,3.0,3.75
d715410,0.0,0.0,0.0,0.0
d11550095,14.0,92.85714285714286,3.5,4.75
d7074553,0.0,0.0,0.0,0.0
d718224,105.0,74.28571428571429,4.0,3.75
d5976330,14.0,92.85714285714286,3.5,4.75
d11905011,24.0,91.66666666666666,3.0,4.5
d4083073,35.0,91.42857142857143,4.5,4.5
d8281407,16.0,93.75,3.5,4.75
d2628079,70.0,95.71428571428572,4.5,4.75
d11914645,34.0,100.0,3.5,5.0
d11653051,0.0,0.0,0.0,0.0
d8152683,25.0,96.0,3.5,4.75
d1436621,83.0,87.95180722891565,4.0,4.5
d6607223,30.0,93.33333333333331,3.5,4.75
d10052992,20.0,90.0,3.5,4.5
d8764365,4.0,100.0,3.5,5.0
d10263110,30.0,80.0,3.0,4.0
d7616158,38.0,89.47368421052632,3.5,4.5
d8601863,0.0,0.0,0.0,0.0
d1747494,237.0,65.82278481012658,3.75,3.25
d5281554,15.0,93.33333333333331,4.25,4.75
d5413006,119.0,63.86554621848739,4.0,3.25
d3570786,64.0,82.8125,4.0,4.25
d799365,113.0,80.53097345132744,4.0,4.0
d6854483,44.0,86.36363636363636,3.5,4.25
d3720841,23.0,95.65217391304348,3.5,4.75
d3672290,24.0,87.5,4.25,4.5
d3174903,5.0,100.0,4.75,5.0
d1349295,372.0,59.40860215053765,3.5,3.0
d8003976,15.0,73.33333333333333,3.5,3.75
d718225,41.0,63.414634146341456,4.0,3.25
d6878763,11.0,90.9090909090909,3.25,4.5
d1752529,46.0,80.43478260869566,4.5,4.0
d2145871,128.0,58.59375,4.0,3.0
d8808474,8.0,100.0,3.5,5.0
d3983472,34.0,97.05882352941177,4.5,4.75
d1422320,39.0,76.92307692307693,3.25,3.75
d3927973,36.0,83.33333333333334,4.0,4.25
d1383354,12.0,83.33333333333334,4.25,4.25
d1557335,48.0,100.0,4.5,5.0
d12346272,21.0,85.71428571428571,3.5,4.25
d3953327,54.0,85.18518518518519,4.0,4.25
d10331419,25.0,92.0,3.25,4.5
d3524941,44.0,81.81818181818183,4.25,4.0
d1020218,76.0,89.47368421052632,4.0,4.5
d2249899,60.0,86.66666666666669,4.25,4.25
d1341190,38.0,84.21052631578947,4.5,4.25
d2294286,54.0,77.7777777777778,4.0,4.0
d1776050,66.0,86.36363636363636,4.0,4.25
d10475552,10.0,90.0,3.5,4.5
d2097602,115.0,93.04347826086956,4.5,4.75
d1933746,40.0,75.0,4.0,3.75
d2076632,107.0,81.30841121495327,4.0,4.0
d1343564,58.0,81.0344827586207,4.0,4.0
d12534553,10.0,100.0,3.5,5.0
d1735200,46.0,78.26086956521739,4.25,4.0
d8401701,0.0,0.0,0.0,0.0
d857952,0.0,0.0,0.0,0.0
d5012184,19.0,84.21052631578947,3.5,4.25
d1869679,44.0,84.0909090909091,4.5,4.25
d11790191,14.0,85.71428571428571,3.0,4.25
d5505529,40.0,92.5,3.5,4.5
d7095963,31.0,93.54838709677419,3.5,4.75
d9740592,9.0,77.7777777777778,3.0,4.0
d2628017,110.0,70.0,4.0,3.5
d2108551,79.0,70.88607594936707,3.75,3.5
d1036982,50.0,90.0,4.0,4.5
d7606060,91.0,81.31868131868131,4.0,4.0
d2292406,16.0,93.75,4.5,4.75
d7615662,17.0,82.35294117647058,3.0,4.0
d1089859,18.0,88.8888888888889,4.25,4.5
d6884795,0.0,0.0,0.0,0.0
d4777064,47.0,82.97872340425532,4.25,4.25
d4587055,15.0,73.33333333333333,4.5,3.75
d1548502,157.0,73.24840764331209,4.0,3.75
d1788380,0.0,0.0,0.0,0.0
d2040602,3.0,66.66666666666666,3.5,3.25
d10790322,23.0,95.65217391304348,3.5,4.75
d6224826,16.0,100.0,3.5,5.0
d10820748,16.0,87.5,3.5,4.5
d8638771,17.0,100.0,3.5,5.0
d948988,128.0,65.625,3.5,3.25
d1036966,0.0,0.0,0.0,0.0
d958925,69.0,75.36231884057972,4.0,3.75
d1160528,52.0,88.46153846153845,4.0,4.5
d958738,0.0,0.0,0.0,0.0
d7358715,21.0,80.95238095238095,3.5,4.0
d958680,137.0,71.53284671532846,3.5,3.5
d2425698,38.0,86.8421052631579,4.25,4.25
d1164257,0.0,0.0,0.0,0.0
d10733063,9.0,66.66666666666666,3.25,3.25
d1837591,11.0,81.81818181818183,4.5,4.0
d800825,120.0,84.16666666666667,4.0,4.25
d4097785,35.0,88.57142857142857,3.25,4.5
d6514389,24.0,95.83333333333334,3.25,4.75
d1776816,132.0,84.84848484848484,4.0,4.25
d10518110,111.0,98.1981981981982,3.75,5.0
d10844699,25.0,84.0,3.0,4.25
d5851501,163.0,60.736196319018404,3.75,3.0
d2085776,51.0,60.784313725490186,4.0,3.0
d3544042,16.0,62.5,4.0,3.0
d11996907,9.0,100.0,3.5,5.0
d6960475,26.0,92.30769230769229,3.5,4.5
d10276616,0.0,0.0,0.0,0.0
d5924057,0.0,0.0,0.0,0.0
d1422288,16.0,100.0,3.25,5.0
d7121943,20.0,85.0,3.5,4.25
d8095405,12.0,91.66666666666666,3.5,4.5
d10222739,17.0,88.23529411764706,3.25,4.5
d8020378,41.0,80.4878048780488,3.0,4.0
d2040772,14.0,92.85714285714286,4.5,4.75
d10146551,103.0,71.84466019417476,3.0,3.5
d10155940,13.0,76.92307692307693,3.25,3.75
d983909,79.0,75.9493670886076,4.0,3.75
d12652784,21.0,100.0,3.5,5.0
d13172614,25.0,92.0,3.5,4.5
d1737922,108.0,86.1111111111111,4.0,4.25
d1422290,209.0,60.765550239234436,3.75,3.0
d1099236,0.0,0.0,0.0,0.0
d7053661,0.0,0.0,0.0,0.0
d1891512,27.0,74.07407407407408,4.0,3.75
d7656431,17.0,82.35294117647058,3.0,4.0
d5519134,21.0,95.23809523809523,3.25,4.75
d7726473,8.0,100.0,3.25,5.0
d2719088,36.0,75.0,4.25,3.75
d10751046,12.0,100.0,3.25,5.0
d1010364,145.0,65.51724137931035,4.0,3.25
d6591907,53.0,73.58490566037736,3.0,3.75
d8788053,34.0,64.70588235294117,3.0,3.25
d11727537,12.0,100.0,3.5,5.0
d1343562,39.0,87.1794871794872,4.0,4.25
d8856910,27.0,77.7777777777778,3.5,4.0
d1915632,59.0,83.0508474576271,4.5,4.25
d942116,0.0,0.0,0.0,0.0
d1359878,0.0,0.0,0.0,0.0
d779543,75.0,70.66666666666667,3.75,3.5
d10336191,24.0,100.0,3.5,5.0
d958813,19.0,84.21052631578947,4.0,4.25
d1977895,59.0,81.35593220338984,4.0,4.0
d2176069,44.0,81.81818181818183,4.0,4.0
d3539547,25.0,84.0,4.25,4.25
d12009443,13.0,100.0,3.5,5.0
d958921,160.0,75.625,4.0,3.75
d3902845,52.0,88.46153846153845,4.25,4.5
d2657002,10.0,80.0,4.0,4.0
d10184172,17.0,94.11764705882351,3.5,4.75
d2302141,0.0,0.0,0.0,0.0
d7891366,22.0,95.45454545454544,3.25,4.75
d7045730,86.0,68.6046511627907,4.0,3.5
d1342557,12.0,83.33333333333334,4.5,4.25
d6755024,28.0,100.0,3.25,5.0
d11743130,144.0,61.111111111111114,2.75,3.0
d7616292,42.0,73.80952380952381,3.0,3.75
d1368519,171.0,69.59064327485379,4.0,3.5
d8496333,14.0,100.0,3.5,5.0
d1343237,54.0,74.07407407407408,4.25,3.75
d958711,0.0,0.0,0.0,0.0
d3373583,8.0,62.5,4.25,3.0
d7343007,17.0,88.23529411764706,3.25,4.5
d7353153,31.0,80.64516129032258,3.0,4.0
d1360115,108.0,76.85185185185185,4.0,3.75
d7319048,88.0,75.0,3.75,3.75
d2221082,77.0,70.12987012987013,4.0,3.5
d12933244,20.0,90.0,3.0,4.5
d8358641,16.0,100.0,3.0,5.0
d779166,84.0,70.23809523809523,4.0,3.5
d983871,35.0,82.85714285714286,4.0,4.25
d1340182,44.0,86.36363636363636,4.5,4.25
d1020020,94.0,81.91489361702128,4.0,4.0
d2543527,9.0,88.8888888888889,4.5,4.5
d2632101,37.0,86.4864864864865,4.5,4.25
d12696202,38.0,76.31578947368422,3.25,3.75
d12383689,31.0,77.4193548387097,3.0,3.75
d1744998,96.0,67.70833333333334,3.5,3.5
d3544422,41.0,85.36585365853658,4.5,4.25
d8287547,19.0,84.21052631578947,3.0,4.25
d3139546,350.0,63.42857142857142,4.0,3.25
d1037024,67.0,79.1044776119403,4.0,4.0
d1058823,37.0,89.18918918918921,4.5,4.5
d7905519,28.0,78.57142857142857,3.25,4.0
d7245563,39.0,76.92307692307693,3.0,3.75
d2341402,43.0,81.3953488372093,4.5,4.0
d1925238,334.0,59.58083832335329,3.5,3.0
d2216346,19.0,89.47368421052632,4.25,4.5
d6923226,19.0,89.47368421052632,3.5,4.5
d6091188,19.0,94.73684210526315,5.0,4.75
d6687236,83.0,72.28915662650603,4.0,3.5
d8753917,23.0,95.65217391304348,3.0,4.75
d8813600,37.0,91.8918918918919,3.5,4.5
d5481140,38.0,84.21052631578947,4.5,4.25
d12223230,22.0,95.45454545454544,3.5,4.75
d7019847,4.0,100.0,3.25,5.0
d1864173,0.0,0.0,0.0,0.0
d1954597,31.0,87.09677419354837,4.0,4.25
d12229526,23.0,100.0,3.5,5.0
d6880799,45.0,82.2222222222222,4.5,4.0
d1500188,0.0,0.0,0.0,0.0
d1340601,47.0,87.23404255319151,4.0,4.25
d806970,60.0,83.33333333333334,4.0,4.25
d958853,28.0,89.2857142857143,4.5,4.5
d1360725,22.0,90.9090909090909,4.0,4.5
d6621262,19.0,94.73684210526315,4.5,4.75
d6576521,27.0,85.18518518518519,3.0,4.25
d1940170,16.0,93.75,4.25,4.75
d695676,0.0,0.0,0.0,0.0
d6725512,0.0,0.0,0.0,0.0
d7780365,16.0,93.75,3.5,4.75
d3157549,21.0,100.0,5.0,5.0
d12484785,5.0,100.0,0.0,5.0
d10753510,14.0,100.0,3.75,5.0
d778337,39.0,82.05128205128204,4.5,4.0
d7068649,48.0,87.5,3.25,4.5
d781862,0.0,0.0,0.0,0.0
d1357249,31.0,90.32258064516128,4.0,4.5
d8068601,36.0,94.44444444444444,3.5,4.75
d11854057,0.0,0.0,0.0,0.0
d7823641,6.0,83.33333333333334,3.5,4.25
d1343155,209.0,69.85645933014354,3.75,3.5
d1340476,36.0,77.7777777777778,4.0,4.0
d1340759,67.0,79.1044776119403,3.75,4.0
d7787581,0.0,0.0,0.0,0.0
d1351453,56.0,75.0,4.0,3.75
d2238643,27.0,96.29629629629628,4.5,4.75
d3874396,3.0,100.0,4.5,5.0
d5518354,8.0,100.0,3.25,5.0
d2289878,48.0,87.5,4.25,4.5
d2546601,95.0,74.73684210526315,4.0,3.75
d12246455,9.0,88.8888888888889,0.0,4.5
d5986580,14.0,85.71428571428571,4.25,4.25
d5962482,26.0,88.46153846153845,4.25,4.5
d9790070,12.0,83.33333333333334,3.5,4.25
d9721607,17.0,100.0,3.5,5.0
d4054155,15.0,80.0,3.0,4.0
d11877350,18.0,94.44444444444444,3.5,4.75
d10513835,3.0,100.0,3.5,5.0
d1340869,52.0,78.84615384615384,4.0,4.0
d715413,133.0,67.66917293233082,3.75,3.5
d5607673,4.0,50.0,3.0,2.5
d7356171,29.0,62.06896551724138,3.0,3.0
d8054548,24.0,83.33333333333334,3.0,4.25
d8752030,16.0,87.5,3.5,4.5
d4943011,23.0,86.95652173913044,4.25,4.25
d1340606,34.0,88.23529411764706,4.5,4.5
d1341759,0.0,0.0,0.0,0.0
d4451872,12.0,91.66666666666666,3.25,4.5
d5124705,59.0,83.0508474576271,4.0,4.25
d814494,57.0,82.45614035087719,4.0,4.0
d4574003,19.0,84.21052631578947,4.0,4.25
d8455086,21.0,95.23809523809523,3.0,4.75
d3958297,9.0,100.0,4.25,5.0
d1422286,27.0,66.66666666666666,4.5,3.25
d10478548,19.0,94.73684210526315,3.5,4.75
d6563433,13.0,76.92307692307693,4.0,3.75
d1961754,86.0,69.76744186046511,4.0,3.5
d1036949,63.0,84.12698412698413,4.0,4.25
d1495559,15.0,66.66666666666666,4.5,3.25
d2440847,27.0,66.66666666666666,4.0,3.25
d10724514,0.0,0.0,0.0,0.0
d2257447,43.0,72.09302325581395,4.0,3.5
d6104398,13.0,92.30769230769229,3.0,4.5
d6121503,48.0,75.0,4.25,3.75
d10118023,34.0,79.41176470588233,3.0,4.0
d715323,73.0,78.08219178082193,4.0,4.0
d2649303,14.0,92.85714285714286,4.5,4.75
d1342743,26.0,76.92307692307693,4.0,3.75
d1356449,0.0,0.0,0.0,0.0
d796434,46.0,86.95652173913044,4.0,4.25
d9746040,9.0,100.0,3.5,5.0
d1355603,13.0,84.61538461538461,4.0,4.25
d1898092,41.0,80.4878048780488,4.0,4.0
d12384097,40.0,67.5,3.0,3.5
d2077906,41.0,92.6829268292683,4.5,4.75
d4456612,2.0,100.0,3.0,5.0
d2011408,0.0,0.0,0.0,0.0
d10607134,0.0,0.0,0.0,0.0
d1422314,159.0,61.635220125786155,3.5,3.0
d10119766,11.0,81.81818181818183,3.5,4.0
d10632460,32.0,78.125,3.0,4.0
d2701816,27.0,77.7777777777778,3.25,4.0
d1341173,29.0,82.75862068965517,3.75,4.25
d12355798,26.0,96.15384615384615,3.5,4.75
d695688,43.0,74.4186046511628,4.25,3.75
d8045185,11.0,100.0,3.75,5.0
d11946499,7.0,100.0,3.75,5.0
d6697364,3.0,100.0,3.0,5.0
d2648140,14.0,50.0,3.5,2.5
d8594249,2.0,100.0,3.25,5.0
d3708425,2.0,100.0,0.0,5.0
d2286585,1.0,100.0,0.0,5.0
d3222965,5.0,60.0,3.25,3.0
d1422454,11.0,63.63636363636363,3.25,3.25
d3497296,76.0,60.526315789473685,3.5,3.0
d6939079,1.0,100.0,3.0,5.0
d10821418,7.0,42.857142857142854,0.0,2.25
d5230869,71.0,60.56338028169014,3.5,3.0
d7079573,14.0,57.14285714285714,2.5,2.75
d2632143,9.0,88.8888888888889,3.5,4.5
d9731508,8.0,87.5,0.0,4.5
d6864198,1.0,0.0,3.0,0.0
d5890427,2.0,50.0,0.0,2.5
d7784949,4.0,75.0,0.0,3.75
d8145231,0.0,0.0,0.0,0.0
d3321994,14.0,50.0,3.5,2.5
d9720719,2.0,100.0,2.5,5.0
d6852004,4.0,100.0,4.5,5.0
d5895313,1.0,100.0,0.0,5.0
d947617,0.0,0.0,0.0,0.0
d1337357,1.0,100.0,0.0,5.0
d6995366,1.0,100.0,0.0,5.0
d8875398,5.0,100.0,0.0,5.0
d1337215,1.0,100.0,0.0,5.0
d13168108,1.0,100.0,0.0,5.0
d719872,3.0,100.0,0.0,5.0
d1337118,1.0,100.0,0.0,5.0
d719828,1.0,100.0,0.0,5.0
d1337040,1.0,100.0,0.0,5.0
d5966877,0.0,0.0,0.0,0.0
d13168123,5.0,100.0,0.0,5.0
d11932429,2.0,100.0,0.0,5.0
d5965272,0.0,0.0,0.0,0.0
d1335755,2.0,100.0,0.0,5.0
d5965103,2.0,50.0,0.0,2.5
d5965095,0.0,0.0,0.0,0.0
d10491593,5.0,80.0,0.0,4.0
d3191175,1.0,100.0,0.0,5.0
d10594024,1.0,100.0,0.0,5.0
d13165232,3.0,66.66666666666666,2.5,3.25
d7094747,1.0,100.0,0.0,5.0
d3493885,1.0,100.0,0.0,5.0
d13164320,3.0,100.0,0.0,5.0
d8637705,1.0,100.0,0.0,5.0
d12546715,5.0,80.0,0.0,4.0
d12855042,1.0,100.0,0.0,5.0
d12546306,3.0,66.66666666666666,0.0,3.25
d715072,1.0,100.0,0.0,5.0
d9562440,0.0,0.0,0.0,0.0
d1331801,1.0,100.0,0.0,5.0
d12133777,1.0,100.0,0.0,5.0
d3606372,1.0,100.0,0.0,5.0
d12956563,2.0,100.0,0.0,5.0
d7721423,5.0,60.0,0.0,3.0
d1330666,1.0,100.0,0.0,5.0
d10692328,2.0,100.0,0.0,5.0
d13277645,65.0,81.53846153846153,4.0,4.0
d1330253,1.0,100.0,0.0,5.0
d6679742,1.0,100.0,0.0,5.0
d1329933,2.0,100.0,0.0,5.0
d7193818,0.0,0.0,0.0,0.0
d1328305,1.0,100.0,0.0,5.0
d8838140,0.0,0.0,0.0,0.0
d9558093,0.0,0.0,0.0,0.0
d2010872,7.0,28.57142857142857,0.0,1.5
d4927007,2.0,100.0,0.0,5.0
d10582970,2.0,100.0,0.0,5.0
d12434744,3.0,33.33333333333333,0.0,1.75
d8319580,10.0,90.0,3.0,4.5
d2249242,1.0,100.0,0.0,5.0
d12228134,1.0,100.0,0.0,5.0
d1322890,2.0,100.0,0.0,5.0
d12947701,6.0,83.33333333333334,0.0,4.25
d13153266,10.0,70.0,0.0,3.5
d5570570,6.0,100.0,0.0,5.0
d11712453,2.0,100.0,0.0,5.0
d8625809,1.0,100.0,0.0,5.0
d5230848,3.0,100.0,0.0,5.0
d7082286,1.0,100.0,0.0,5.0
d7286177,1.0,100.0,0.0,5.0
d11914786,2.0,100.0,0.0,5.0
d8518294,1.0,100.0,0.0,5.0
d8003031,4.0,100.0,0.0,5.0
d12323337,2.0,100.0,0.0,5.0
d800979,1.0,100.0,0.0,5.0
d12323132,0.0,0.0,0.0,0.0
d12323125,2.0,100.0,3.0,5.0
d10779679,3.0,66.66666666666666,0.0,3.25
d5532574,7.0,57.14285714285714,3.5,2.75
d12162451,1.0,100.0,0.0,5.0
d8459109,1.0,100.0,0.0,5.0
d12321459,1.0,100.0,0.0,5.0
d10777943,1.0,100.0,0.0,5.0
d7177048,5.0,80.0,0.0,4.0
d8513849,1.0,0.0,0.0,0.0
d12717481,5.0,40.0,3.0,2.0
d11804888,0.0,0.0,0.0,0.0
d11857037,4.0,100.0,0.0,5.0
d6762336,1.0,100.0,0.0,5.0
d12681122,2.0,100.0,0.0,5.0
d7892882,2.0,100.0,0.0,5.0
d12625190,3.0,100.0,0.0,5.0
d6761171,1.0,100.0,0.0,5.0
d10361015,0.0,0.0,0.0,0.0
d793314,1.0,100.0,0.0,5.0
d7171629,4.0,100.0,0.0,5.0
d10462334,1.0,100.0,0.0,5.0
d7890229,1.0,100.0,0.0,5.0
d11592300,1.0,100.0,0.0,5.0
d4493631,1.0,100.0,0.0,5.0
d7785412,1.0,100.0,0.0,5.0
d4596172,1.0,100.0,0.0,5.0
d8711085,1.0,100.0,0.0,5.0
d789428,7.0,85.71428571428571,0.0,4.25
d9806573,0.0,0.0,0.0,0.0
d5007135,3.0,100.0,0.0,5.0
d7784717,3.0,100.0,0.0,5.0
d4698396,0.0,0.0,0.0,0.0
d7064281,3.0,66.66666666666666,0.0,3.25
d788434,1.0,100.0,0.0,5.0
d1405611,1.0,100.0,0.0,5.0
d9601909,1.0,100.0,0.0,5.0
d10323794,3.0,100.0,0.0,5.0
d13101885,5.0,60.0,0.0,3.0
d3975125,2.0,100.0,0.0,5.0
