City,Cuisine Style,Ranking,Price Range,Number of Reviews,Reviews,URL_TA,ID_TA,food,service,value,atmosphere,tr_rating_5,tr_rating_4,tr_rating_3,tr_rating_2,tr_rating_1,tr_ratings,profitrew,ratings_summary,ball
Oporto,,1438.0,,3.0,"[[], []]",/Restaurant_Review-g189180-d13154086-Reviews-Celeste-Porto_Porto_District_Northern_Portugal.html,d13154086,25.0,25.0,25.0,25.0,0.0,2.0,1.0,0.0,2.0,5.0,40.0,2.0,2.0
Prague,,2718.0,,9.0,"[['Quality with good price', 'Hostinec'], ['03/22/2017', '10/16/2016']]",/Restaurant_Review-g274707-d4767801-Reviews-Hotel_Restaurant_Darwin-Prague_Bohemia.html,d4767801,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,6.0,66.66666666666666,0.0,3.25
Stockholm,"['German', 'European', 'Central European']",563.0,$$ - $$$,34.0,"[['A locals place in Södermalm.', 'Wonderful Late Lunch/ Early Dinner'], ['04/11/2017', '10/29/2016']]",/Restaurant_Review-g189852-d3315962-Reviews-Bistro_Humlehof-Stockholm.html,d3315962,45.0,40.0,40.0,45.0,7.0,4.0,0.0,0.0,1.0,12.0,91.66666666666666,4.25,4.5
Paris,"['French', 'Healthy']",3308.0,$,33.0,"[['A tea shop for the spirit', 'Must visit Paris tea room!'], ['11/22/2016', '09/21/2014']]",/Restaurant_Review-g187147-d3726839-Reviews-Plaisir_d_Equi_The-Paris_Ile_de_France.html,d3726839,50.0,50.0,45.0,50.0,5.0,2.0,0.0,0.0,0.0,7.0,100.0,3.5,5.0
Dublin,"['Irish', 'European']",1396.0,$$ - $$$,8.0,"[['Quick lunch with my son', 'Porridge Fans, Unite!'], ['08/03/2017', '06/16/2017']]",/Restaurant_Review-g186605-d12351940-Reviews-Hatch_Sons_Hugh_Lane_Gallery-Dublin_County_Dublin.html,d12351940,35.0,40.0,35.0,40.0,9.0,8.0,3.0,1.0,2.0,23.0,73.91304347826086,2.75,3.75
Warsaw,"['Brew Pub', 'Bar', 'European', 'Pub', 'Gastropub', 'Polish', 'Central European']",411.0,$$ - $$$,17.0,"[['Let me start off by recommending.', 'Drunk a barrel of beer there during a stag...'], ['10/31/2017', '09/12/2017']]",/Restaurant_Review-g274856-d12082530-Reviews-Drugie_Dno_Multitap_Bar-Warsaw_Mazovia_Province_Central_Poland.html,d12082530,45.0,45.0,45.0,45.0,20.0,6.0,0.0,0.0,0.0,26.0,100.0,3.5,5.0
Munich,['Steakhouse'],836.0,$$ - $$$,23.0,"[['Very good breakfast', 'Nice Food'], ['07/09/2017', '06/18/2017']]",/Restaurant_Review-g187309-d11806252-Reviews-Westend_Factory-Munich_Upper_Bavaria_Bavaria.html,d11806252,40.0,40.0,40.0,40.0,6.0,8.0,2.0,2.0,2.0,20.0,70.0,3.0,3.5
Rome,['Italian'],2696.0,$$ - $$$,35.0,"[[], []]",/Restaurant_Review-g187791-d12624975-Reviews-Rustelleria_Meat_and_Beer-Rome_Lazio.html,d12624975,45.0,40.0,40.0,45.0,51.0,20.0,10.0,3.0,7.0,91.0,78.02197802197803,3.0,4.0
Madrid,,6102.0,,27.0,"[[], []]",/Restaurant_Review-g187514-d5884733-Reviews-Restaurante_Tokyo-Madrid.html,d5884733,35.0,35.0,40.0,40.0,6.0,13.0,7.0,2.0,6.0,34.0,55.88235294117647,2.75,2.75
Madrid,"['Fast Food', 'European', 'Diner']",6818.0,$$$$,18.0,"[[], []]",/Restaurant_Review-g187514-d3536121-Reviews-Desayunos_Originales-Madrid.html,d3536121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Warsaw,"['Polish', 'European', 'Eastern European', 'Central European', 'Vegetarian Friendly']",120.0,$$ - $$$,134.0,"[['Cozy restaurant with a polish atmosphere', 'Polish food at reasonable prices'], ['01/06/2018', '05/10/2017']]",/Restaurant_Review-g274856-d4766026-Reviews-Zapiecek-Warsaw_Mazovia_Province_Central_Poland.html,d4766026,45.0,40.0,45.0,40.0,75.0,34.0,14.0,4.0,7.0,134.0,81.34328358208955,4.25,4.0
Munich,"['Asian', 'Thai', 'Vietnamese']",1116.0,$,15.0,"[['Amazing find. You must come here', 'Good food, fast service'], ['03/02/2017', '07/10/2016']]",/Restaurant_Review-g187309-d6780507-Reviews-Ha_Long_Bay-Munich_Upper_Bavaria_Bavaria.html,d6780507,45.0,45.0,45.0,45.0,2.0,3.0,0.0,0.0,0.0,5.0,100.0,3.5,5.0
London,"['Bar', 'British']",8041.0,$$ - $$$,110.0,"[['Lively atmosphere. Polite staff. Good for...', 'Saucy Chip for hungry folks!'], ['12/03/2017', '07/09/2017']]",/Restaurant_Review-g186338-d3488507-Reviews-Jerusalem_Bar_and_Kitchen-London_England.html,d3488507,40.0,40.0,40.0,40.0,51.0,47.0,9.0,8.0,19.0,134.0,73.13432835820895,4.0,3.75
Berlin,"['Mediterranean', 'Italian', 'Pizza']",6092.0,$$ - $$$,32.0,"[['Pass away', 'Nice Place For A Meeting'], ['09/05/2017', '06/09/2016']]",/Restaurant_Review-g187323-d1356865-Reviews-La_Pergola-Berlin.html,d1356865,35.0,35.0,40.0,40.0,4.0,5.0,3.0,1.0,2.0,15.0,60.0,3.75,3.0
Madrid,,6172.0,,22.0,"[['Good food experience', 'Excellent!'], ['04/25/2016', '02/29/2016']]",/Restaurant_Review-g187514-d9881998-Reviews-The_Table_By_La_Salita-Madrid.html,d9881998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rome,['Italian'],3664.0,$$ - $$$,48.0,"[[], []]",/Restaurant_Review-g187791-d7211134-Reviews-La_Stanza_non_solo_per_Gentiluomini-Rome_Lazio.html,d7211134,45.0,50.0,45.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,4.75,5.0
Amsterdam,"['Italian', 'Pizza', 'Mediterranean', 'European']",2911.0,$$ - $$$,20.0,"[['nice place', 'Great little Italian'], ['02/04/2017', '11/26/2017']]",/Restaurant_Review-g188590-d4112701-Reviews-Ristorante_Pizzeria_Spuntino-Amsterdam_North_Holland_Province.html,d4112701,40.0,40.0,40.0,40.0,8.0,4.0,2.0,0.0,2.0,16.0,75.0,3.0,3.75
Madrid,,4823.0,,8.0,"[['good and economical'], ['05/01/2017']]",/Restaurant_Review-g187514-d5870228-Reviews-Arroceria_Restaurante_Avergar-Madrid.html,d5870228,40.0,40.0,40.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,3.0,5.0
Paris,"['Vegetarian Friendly', 'Vegan Options']",3662.0,$$ - $$$,276.0,"[['Perfect solo lunch', 'Stand espagnol Pata Negra'], ['09/22/2017', '08/10/2017']]",/Restaurant_Review-g187147-d929544-Reviews-Lafayette_Gourmet-Paris_Ile_de_France.html,d929544,40.0,35.0,35.0,35.0,113.0,81.0,10.0,4.0,12.0,220.0,88.18181818181819,3.5,4.5
Hamburg,['Chinese'],903.0,$$ - $$$,39.0,"[['A cosy Chinese restaurant', 'Very good food and super service'], ['09/07/2017', '05/13/2017']]",/Restaurant_Review-g187331-d1889718-Reviews-Shin_Shin-Hamburg.html,d1889718,40.0,40.0,40.0,40.0,4.0,1.0,2.0,2.0,2.0,11.0,45.45454545454545,4.0,2.25
London,['Indian'],12083.0,,2.0,"[['Indian takeaway', 'Takeaway food'], ['05/23/2017', '01/29/2017']]",/Restaurant_Review-g186338-d11958859-Reviews-The_Curry_Garden-London_England.html,d11958859,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,75.0,0.0,3.75
Warsaw,"['Polish', 'International', 'European', 'Central European']",692.0,$$ - $$$,27.0,"[['Decent lunch', 'Late lunch hour'], ['12/07/2017', '10/06/2017']]",/Restaurant_Review-g274856-d7350324-Reviews-Przystawki_Restaurant-Warsaw_Mazovia_Province_Central_Poland.html,d7350324,35.0,45.0,40.0,40.0,7.0,5.0,1.0,1.0,1.0,15.0,80.0,3.0,4.0
Edinburgh,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']",856.0,$,26.0,"[['Good news', 'Brilliant sandwich bar'], ['11/01/2017', '10/26/2017']]",/Restaurant_Review-g186525-d3398295-Reviews-Peppers_Sandwich_Bar-Edinburgh_Scotland.html,d3398295,45.0,40.0,40.0,45.0,23.0,6.0,1.0,0.0,2.0,32.0,90.625,3.0,4.5
Madrid,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly']",4437.0,$$ - $$$,191.0,"[['Good Italian and Friendly Service', 'Terrible, never again. They sound prestigu...'], ['05/22/2017', '10/12/2017']]",/Restaurant_Review-g187514-d3802483-Reviews-Come_Prima-Madrid.html,d3802483,40.0,40.0,35.0,40.0,20.0,12.0,4.0,6.0,6.0,48.0,66.66666666666666,4.0,3.25
Madrid,['Spanish'],6104.0,,5.0,"[[], []]",/Restaurant_Review-g187514-d4764529-Reviews-Sidreria_el_luargues_Madrid-Madrid.html,d4764529,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,7.0,71.42857142857143,0.0,3.5
Zurich,"['Indian', 'Swiss', 'European', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",1510.0,$$ - $$$,10.0,"[['Spending time with family'], ['06/07/2015']]",/Restaurant_Review-g188113-d8064348-Reviews-Hiltl_am_Strand_Strandbad_Mythenquai-Zurich.html,d8064348,35.0,30.0,35.0,35.0,0.0,1.0,2.0,0.0,2.0,5.0,20.0,2.5,1.0
Milan,['Italian'],4901.0,,12.0,"[[""i'd stop there again"", 'looks like a standard trattoria but cookin...'], ['07/21/2012', '12/28/2011']]",/Restaurant_Review-g187849-d2366894-Reviews-Note_di_gusto-Milan_Lombardy.html,d2366894,30.0,30.0,30.0,30.0,0.0,2.0,0.0,0.0,0.0,2.0,100.0,3.0,5.0
Vienna,"['German', 'Austrian', 'Bar', 'European', 'Central European', 'Brew Pub', 'Vegetarian Friendly']",64.0,$$ - $$$,420.0,"[['warm characteristic restaurant', 'Ristorante austriaco'], ['01/06/2018', '01/06/2018']]",/Restaurant_Review-g190454-d1460213-Reviews-Hopferl-Vienna.html,d1460213,40.0,40.0,40.0,40.0,83.0,82.0,19.0,4.0,6.0,194.0,85.05154639175258,4.0,4.25
Madrid,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",666.0,$$ - $$$,109.0,"[['Extremely close to authentic chinese food!', 'Great Chinese with brilliant Sichuan dishe...'], ['11/09/2017', '11/03/2017']]",/Restaurant_Review-g187514-d9721997-Reviews-Restaurante_de_Sichuan-Madrid.html,d9721997,45.0,45.0,45.0,45.0,40.0,23.0,2.0,1.0,1.0,67.0,94.02985074626865,3.5,4.75
Milan,['Pizza'],6053.0,$,7.0,"[['my favorite take away pizza'], ['10/18/2016']]",/Restaurant_Review-g187849-d10524692-Reviews-Pizzeria_Il_Faraone-Milan_Lombardy.html,d10524692,35.0,40.0,40.0,40.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,3.0,5.0
Hamburg,"['Italian', 'Mediterranean', 'European', 'Greek', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",907.0,$$ - $$$,70.0,"[['Good service but...', 'Zuhause'], ['08/24/2017', '01/22/2017']]",/Restaurant_Review-g187331-d981275-Reviews-Taverna_Romana-Hamburg.html,d981275,40.0,45.0,45.0,40.0,19.0,6.0,0.0,1.0,3.0,29.0,86.20689655172413,4.25,4.25
Barcelona,['Cafe'],5188.0,$,15.0,"[['Ok', 'Great coffee shops used by the locals'], ['01/13/2017', '11/27/2016']]",/Restaurant_Review-g187497-d8096829-Reviews-Il_Caffe_di_Francesco-Barcelona_Catalonia.html,d8096829,40.0,35.0,35.0,40.0,0.0,2.0,1.0,0.0,0.0,3.0,66.66666666666666,2.75,3.25
Helsinki,['Fast Food'],1111.0,$,3.0,"[['My One Experience Was Poor - Yours May Be...'], ['08/18/2017']]",/Restaurant_Review-g189934-d12569147-Reviews-Hesburger_Rautatieasema-Helsinki_Uusimaa.html,d12569147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Barcelona,,5569.0,,22.0,"[['Normal restaurant, cheapest in the area', 'Really enjoyed our meal'], ['03/21/2016', '07/12/2015']]",/Restaurant_Review-g187497-d5884503-Reviews-Restaurante_Pizeria_Milano-Barcelona_Catalonia.html,d5884503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paris,"['French', 'European']",12786.0,$$ - $$$,227.0,"[['Excellent location, good food', 'Great Food and Atmosphere'], ['10/14/2017', '01/01/2018']]",/Restaurant_Review-g187147-d2461808-Reviews-Deli_s_Cafe-Paris_Ile_de_France.html,d2461808,35.0,35.0,35.0,35.0,31.0,22.0,14.0,9.0,19.0,95.0,55.78947368421052,3.5,2.75
Oslo,,622.0,,2.0,"[['Fantastic bar in the middle of Oslo, very...'], ['10/25/2016']]",/Restaurant_Review-g190479-d10378077-Reviews-Barfly-Oslo_Eastern_Norway.html,d10378077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options']",5769.0,$$ - $$$,100.0,"[['Casual dinner', ""Can't wait to go again!""], ['11/09/2017', '10/03/2017']]",/Restaurant_Review-g186338-d6405307-Reviews-Salvation_in_Noodles-London_England.html,d6405307,40.0,35.0,35.0,40.0,34.0,43.0,20.0,9.0,9.0,115.0,66.95652173913044,3.75,3.25
London,"['Cafe', 'Pizza', 'British', 'Halal']",15369.0,,15.0,"[['SHOCKING CUSTOMER SERVICE😱', 'Disgusting.. Totally rude.. dismanered che...'], ['12/28/2017', '05/09/2017']]",/Restaurant_Review-g186338-d4598284-Reviews-Cafe_Nomad-London_England.html,d4598284,0.0,0.0,0.0,0.0,3.0,8.0,1.0,0.0,5.0,17.0,64.70588235294117,0.0,3.25
Barcelona,"['Japanese', 'Vegetarian Friendly']",5203.0,$$ - $$$,113.0,"[['Creativity and tradition altogether', 'Delicious sushi & pleasant service'], ['08/16/2017', '09/16/2016']]",/Restaurant_Review-g187497-d8052648-Reviews-Mitsuki-Barcelona_Catalonia.html,d8052648,40.0,35.0,35.0,40.0,2.0,1.0,1.0,0.0,0.0,4.0,75.0,2.75,3.75
Paris,"['French', 'Bar', 'European']",2752.0,$$ - $$$,134.0,"[['Cool place', 'Great for Sunday brunch'], ['10/18/2017', '07/24/2017']]",/Restaurant_Review-g187147-d2188098-Reviews-Le_Social_Square-Paris_Ile_de_France.html,d2188098,40.0,45.0,40.0,35.0,16.0,12.0,4.0,1.0,0.0,33.0,84.84848484848484,4.0,4.25
Copenhagen,['Thai'],1736.0,,2.0,"[['Bit of a Thai disappointment - shiimi...or...'], ['06/30/2014']]",/Restaurant_Review-g189541-d6827816-Reviews-Shiimi_A_New_Taste_of_Thailand-Copenhagen_Zealand.html,d6827816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
London,,9555.0,,3.0,"[['Cool place !!!!', 'The highlight of our evening!'], ['09/09/2017', '06/17/2016']]",/Restaurant_Review-g186338-d10060782-Reviews-Peony-London_England.html,d10060782,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,100.0,0.0,5.0
Lisbon,"['European', 'Portuguese', 'Wine Bar', 'Spanish']",486.0,$$ - $$$,315.0,"[['Great find', 'Very pleasant staff, nice environment'], ['10/13/2017', '07/04/2017']]",/Restaurant_Review-g189158-d3140207-Reviews-Tabuas_Porto_Wine_Bar-Lisbon_Lisbon_District_Central_Portugal.html,d3140207,40.0,45.0,40.0,45.0,96.0,48.0,16.0,9.0,6.0,175.0,82.28571428571428,4.25,4.0
Warsaw,['Japanese'],1260.0,$$ - $$$,2.0,"[['Decent sushi in reasonable prices'], ['12/05/2017']]",/Restaurant_Review-g274856-d13115777-Reviews-QshiSushi-Warsaw_Mazovia_Province_Central_Poland.html,d13115777,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Oporto,"['Brew Pub', 'Pub']",500.0,$,32.0,"[['Pleasant little bar', ""Just like their name says, it's a craft be...""], ['01/22/2018', '10/09/2017']]",/Restaurant_Review-g189180-d12266987-Reviews-Cervejaria_do_Carmo-Porto_Porto_District_Northern_Portugal.html,d12266987,0.0,50.0,45.0,35.0,18.0,7.0,4.0,0.0,0.0,29.0,86.20689655172413,2.5,4.25
Madrid,"['French', 'American', 'Mediterranean', 'Spanish']",1904.0,$$$$,67.0,"[['Good!', 'Really good dinner.'], ['12/03/2017', '11/05/2016']]",/Restaurant_Review-g187514-d10396210-Reviews-Restaurante_Vargas_83-Madrid.html,d10396210,45.0,45.0,40.0,45.0,7.0,3.0,0.0,0.0,0.0,10.0,100.0,3.25,5.0
Madrid,"['Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",289.0,$$ - $$$,400.0,"[['Good and efficient sushi', 'Good value'], ['11/04/2017', '02/19/2017']]",/Restaurant_Review-g187514-d717351-Reviews-Musashi-Madrid.html,d717351,40.0,40.0,40.0,35.0,12.0,20.0,5.0,3.0,0.0,40.0,80.0,4.0,4.0
London,"['Seafood', 'Fast Food', 'British', 'Street Food']",8417.0,$,4.0,"[['Fantastic Fish & Chips', 'Lovely fish pleasant service'], ['08/12/2017', '02/19/2017']]",/Restaurant_Review-g186338-d10767053-Reviews-Cod_s_Plaice-London_England.html,d10767053,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,7.0,100.0,0.0,5.0
Dublin,['European'],1117.0,$$ - $$$,20.0,"[['Good breakfast and attentive staff', 'Nice resturant in Buswells'], ['07/05/2017', '12/13/2016']]",/Restaurant_Review-g186605-d5791657-Reviews-Trumans_Restaurant-Dublin_County_Dublin.html,d5791657,45.0,50.0,35.0,45.0,12.0,8.0,3.0,0.0,0.0,23.0,86.95652173913044,3.25,4.25
Amsterdam,"['American', 'Bar', 'European', 'Vegetarian Friendly']",400.0,$$ - $$$,253.0,"[['Loved it', 'Awesome atmosphere, and food was good.'], ['01/10/2018', '01/08/2018']]",/Restaurant_Review-g188590-d758303-Reviews-Getto-Amsterdam_North_Holland_Province.html,d758303,45.0,45.0,45.0,45.0,127.0,69.0,21.0,6.0,7.0,230.0,85.21739130434783,4.5,4.25
Paris,"['Asian', 'Vietnamese', 'Vegetarian Friendly', 'Vegan Options']",1973.0,$$ - $$$,183.0,"[['Food comes out fast!', 'Good Vietnamese food in a nice area'], ['10/08/2017', '07/09/2017']]",/Restaurant_Review-g187147-d4451713-Reviews-Hanoi-Paris_Ile_de_France.html,d4451713,40.0,40.0,35.0,40.0,19.0,32.0,9.0,2.0,2.0,64.0,79.6875,4.0,4.0
Amsterdam,"['Italian', 'Mediterranean', 'European', 'Vegetarian Friendly', 'Gluten Free Options']",496.0,$$ - $$$,312.0,"[['Very good', 'Great food'], ['11/13/2017', '11/10/2017']]",/Restaurant_Review-g188590-d2190969-Reviews-Restaurant_Gusto-Amsterdam_North_Holland_Province.html,d2190969,40.0,40.0,40.0,40.0,125.0,60.0,20.0,11.0,25.0,241.0,76.76348547717843,4.0,3.75
Milan,,4393.0,,7.0,"[['Old school cafe bar'], ['09/16/2014']]",/Restaurant_Review-g187849-d7085692-Reviews-Brother_s_Bar_Snc-Milan_Lombardy.html,d7085692,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,5.0
Paris,"['French', 'European', 'Vegetarian Friendly', 'Vegan Options']",1097.0,$$ - $$$,155.0,"[['TOP GLUTEN FREE GALLETTE AND CRÊPES', 'Lovely place'], ['10/03/2017', '10/01/2017']]",/Restaurant_Review-g187147-d1335811-Reviews-Alizee_Creperie_Gourmet-Paris_Ile_de_France.html,d1335811,45.0,45.0,40.0,45.0,36.0,10.0,3.0,3.0,1.0,53.0,86.7924528301887,4.5,4.25
London,"['Pub', 'Bar', 'British', 'Vegetarian Friendly']",4540.0,$$ - $$$,49.0,"[['Great pub', 'Lovely'], ['12/14/2017', '12/03/2017']]",/Restaurant_Review-g186338-d8504703-Reviews-The_Rising_Sun_Pub-London_England.html,d8504703,45.0,45.0,45.0,45.0,39.0,14.0,7.0,3.0,8.0,71.0,74.64788732394365,3.5,3.75
Berlin,['American'],4527.0,$,3.0,"[[], []]",/Restaurant_Review-g187323-d10902926-Reviews-Tasty_Beef-Berlin.html,d10902926,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,100.0,0.0,5.0
Paris,,12313.0,,2.0,"[['Ok.'], ['08/08/2017']]",/Restaurant_Review-g187147-d5570989-Reviews-Cafe_du_Nord-Paris_Ile_de_France.html,d5570989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Paris,['Asian'],4318.0,$$ - $$$,24.0,"[['Good, but not great, for a change of menu', 'Great surprise'], ['10/24/2016', '03/29/2016']]",/Restaurant_Review-g187147-d6784657-Reviews-Restaurant_asiatique_C_TROBON-Paris_Ile_de_France.html,d6784657,45.0,45.0,45.0,45.0,2.0,2.0,0.0,0.0,1.0,5.0,80.0,3.5,4.0
Luxembourg,['Mediterranean'],96.0,$$ - $$$,15.0,"[['Dinner at Le Colisee, Luxembourg', 'Worth visiting!'], ['12/04/2017', '10/22/2017']]",/Restaurant_Review-g190356-d12936843-Reviews-Colisee-Luxembourg_City.html,d12936843,45.0,50.0,45.0,50.0,8.0,3.0,0.0,0.0,0.0,11.0,100.0,3.5,5.0
Hamburg,,1622.0,,9.0,"[['Super ice cream'], ['08/22/2017']]",/Restaurant_Review-g187331-d8462651-Reviews-Eiskantine-Hamburg.html,d8462651,50.0,45.0,45.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,3.5,5.0
London,"['Cafe', 'Vegan Options']",7691.0,$$ - $$$,24.0,"[['Cosy + Yum!', 'Hearty and delicious breakfast.'], ['11/18/2017', '07/05/2017']]",/Restaurant_Review-g186338-d5433184-Reviews-Cinnamon_Village-London_England.html,d5433184,45.0,40.0,40.0,45.0,23.0,6.0,4.0,3.0,1.0,37.0,78.37837837837837,3.0,4.0
Warsaw,"['Chinese', 'Asian', 'Vegetarian Friendly', 'Vegan Options']",88.0,$$ - $$$,150.0,"[['Good place to eat!', 'Super'], ['01/02/2018', '12/30/2017']]",/Restaurant_Review-g274856-d948191-Reviews-Restaurant_Canton-Warsaw_Mazovia_Province_Central_Poland.html,d948191,40.0,40.0,40.0,40.0,52.0,12.0,6.0,2.0,5.0,77.0,83.11688311688313,3.0,4.25
Rome,"['Italian', 'Pizza']",3917.0,$,53.0,"[['Excellent, excelente!!!'], ['09/07/2015']]",/Restaurant_Review-g187791-d6419585-Reviews-Pizza_Antica_Roma-Rome_Lazio.html,d6419585,45.0,45.0,40.0,45.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,4.5,5.0
Milan,,4448.0,,6.0,"[['Milano Centrale gem'], ['09/16/2014']]",/Restaurant_Review-g187849-d7085681-Reviews-Bar_Direzionale-Milan_Lombardy.html,d7085681,40.0,45.0,45.0,45.0,1.0,1.0,0.0,0.0,0.0,2.0,100.0,3.25,5.0
Milan,"['Italian', 'Fast Food', 'Cafe', 'Vegetarian Friendly', 'Vegan Options']",1206.0,$,93.0,"[['Coffe and brunch', 'Delicious'], ['12/06/2017', '11/04/2017']]",/Restaurant_Review-g187849-d11550343-Reviews-Panini_Durini-Milan_Lombardy.html,d11550343,40.0,40.0,40.0,40.0,20.0,4.0,4.0,5.0,1.0,34.0,70.58823529411767,3.0,3.5
Barcelona,['Spanish'],7753.0,$$ - $$$,,"[[], []]",/Restaurant_Review-g187497-d12843332-Reviews-MasQMenos_St_Joan-Barcelona_Catalonia.html,d12843332,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,100.0,0.0,5.0
Oslo,"['Indian', 'Halal']",824.0,$$ - $$$,31.0,"[['Ok!', 'Good service and standard food..'], ['02/27/2016', '02/23/2016']]",/Restaurant_Review-g190479-d7607975-Reviews-Agra_Indian_Cuisine-Oslo_Eastern_Norway.html,d7607975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Prague,"['European', 'Czech']",3035.0,,,"[[], []]",/Restaurant_Review-g274707-d4769113-Reviews-Restaurace_U_houslicek-Prague_Bohemia.html,d4769113,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,66.66666666666666,0.0,3.25
Prague,,1272.0,,17.0,"[['thats', 'Went back for the sausages twice'], ['07/26/2017', '11/14/2016']]",/Restaurant_Review-g274707-d8282471-Reviews-Bistro_Bruncvik-Prague_Bohemia.html,d8282471,40.0,35.0,45.0,40.0,5.0,2.0,0.0,1.0,0.0,8.0,87.5,3.0,4.5
Milan,"['Italian', 'Mediterranean', 'Vegetarian Friendly']",2367.0,$$ - $$$,154.0,"[['Cosy family atmosphere, but somewhat overp...', 'Local trattoria, Brera district, Milan'], ['09/08/2017', '04/29/2017']]",/Restaurant_Review-g187849-d1998620-Reviews-Latteria_San_Marco-Milan_Lombardy.html,d1998620,40.0,35.0,30.0,35.0,31.0,10.0,4.0,6.0,1.0,52.0,78.84615384615384,3.5,4.0
Amsterdam,['Mexican'],2552.0,,3.0,"[['Excellent burrito', 'Average'], ['04/02/2017', '04/22/2017']]",/Restaurant_Review-g188590-d10485839-Reviews-Burritomaker-Amsterdam_North_Holland_Province.html,d10485839,45.0,50.0,45.0,50.0,8.0,1.0,1.0,0.0,0.0,10.0,90.0,3.5,4.5
Barcelona,"['Bar', 'Mediterranean', 'European', 'Spanish', 'International']",3592.0,$$ - $$$,86.0,"[['Just arrived in Barcelona and hungry', 'Scottish bar?'], ['10/19/2017', '11/19/2016']]",/Restaurant_Review-g187497-d1418269-Reviews-Piper_s_Tavern-Barcelona_Catalonia.html,d1418269,35.0,35.0,35.0,30.0,7.0,9.0,4.0,1.0,2.0,23.0,69.56521739130434,3.5,3.5
Vienna,"['European', 'Wine Bar', 'Central European', 'Vegetarian Friendly', 'Gluten Free Options']",558.0,$$ - $$$,70.0,"[['What a find!', 'Great food & friendly service'], ['12/03/2017', '10/02/2017']]",/Restaurant_Review-g190454-d6638697-Reviews-Glasweise-Vienna.html,d6638697,45.0,45.0,40.0,45.0,24.0,9.0,1.0,2.0,2.0,38.0,86.8421052631579,4.5,4.25
Munich,,1268.0,,6.0,"[['The best place ever!', 'Meet friends over good Bavarian food'], ['06/19/2017', '02/24/2017']]",/Restaurant_Review-g187309-d11717447-Reviews-Zunfthaus-Munich_Upper_Bavaria_Bavaria.html,d11717447,45.0,50.0,40.0,45.0,2.0,1.0,0.0,0.0,0.0,3.0,100.0,3.5,5.0
Lyon,['French'],671.0,$$ - $$$,64.0,"[['Quiet, friendly, good', 'Great bistro!'], ['10/18/2017', '09/05/2017']]",/Restaurant_Review-g187265-d3737676-Reviews-L_Esprit_Bistrot-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d3737676,35.0,40.0,35.0,30.0,2.0,3.0,1.0,0.0,0.0,6.0,83.33333333333334,3.5,4.25
London,"['Mediterranean', 'European', 'Grill', 'Steakhouse', 'British', 'Vegetarian Friendly']",3366.0,$$ - $$$,57.0,"[['diner with the family', 'Dinner with The Family'], ['01/06/2018', '12/18/2017']]",/Restaurant_Review-g186338-d10461004-Reviews-Ambrosia_Restaurant_Cocktail_Bar-London_England.html,d10461004,40.0,45.0,40.0,45.0,64.0,36.0,14.0,4.0,5.0,123.0,81.30081300813008,3.0,4.0
